Bar food expensive and .####[['food', 'food_drinks quality', 'negative', 'not very good'], ['food', 'food_drinks prices', 'negative', 'expensive']]
The location is just off Times Square , yet is not overly busy convenient is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly busy or is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is just off Times Square , but is not overly busy convenient is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location are just off Times Square , but Aren't not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is just off Times Square , but is slightly overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location Aren't , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but lies not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not  busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location Aren't just off Times Square , However is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly busy 'but' is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location Aren't , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly Tumultuous and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
'This' location is just off Times Square , but is not  busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The is , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly chaotic and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is just off Times Square , but is slightly overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but exists not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The location is , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The is just off Times Square , but is not overly busy also is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
The is , but is not overly busy and is very convenient for getting around .####[['location', 'location general', 'positive', 'just off Times Square'], ['location', 'location general', 'positive', 'very convenient for getting around']]
