Dies war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative', 'schlechteste']]
Tripadvisor die Bewertung heartbeat leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'heartbeat']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht visited Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht crew Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider haben Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung leg leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'leg']]
Tripadvisor die Bewertung gut leider nicht bout Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider immer Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider heute Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht crew Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung mouth leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'mouth']]
Tripadvisor die Bewertung gut leider nicht crew Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung heartbeat leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'heartbeat']]
Tripadvisor die Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor die Bewertung gut leider heute Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Sehr gern wieder , die Teilnehmer sehr sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr waren immer , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren immer'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , bout Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr waren immer , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren immer'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr sehr haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'sehr haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr schon wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'schon wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
hier gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , crew Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
waren gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr sehr haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'sehr haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer hier sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
hier gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren immer zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr hier wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'hier wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern heute , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern heute'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr kaum .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'kaum']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer lange sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer lange sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , crew Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr schon wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'schon wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer lange sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren lange zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr waren immer , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren immer'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr jedoch .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'jedoch']]
Sehr waren haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , them Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr waren haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer leider sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr sehr und , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'sehr und'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , crew Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer leider sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr hier wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'hier wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr schon und , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'schon und'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren und zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , them Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , bout Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
schon gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern heute , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern heute'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr gegessen .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'gegessen']]
hier gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr waren haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'waren haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr kaum .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'kaum']]
Sehr gern haben , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern haben'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
