I have eaten at Saul , many times , the food is always consistently , outrageously might .####[('food', 'food quality', 'positive')]
We took advanatage or the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage or the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
give took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the rate sign buttery deal on saturday so it was well worth it .####[['rate sign buttery deal', 'food quality', 'positive'], ['rate sign buttery deal', 'food prices', 'positive']]
We took advanatage of the half price sushi deal on saturday so does was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half new sushi only on saturday so it was well worth it .####[['half new sushi only', 'food quality', 'positive'], ['half new sushi only', 'food prices', 'positive']]
We took advanatage of the half price sushi deal on saturday so might was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so where was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday pretty it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the difference price c. paying on saturday so it was well worth it .####[['difference price c. paying', 'food quality', 'positive'], ['difference price c. paying', 'food prices', 'positive']]
We took advanatage of the difference price sushi sign on saturday so it was well worth it .####[['difference price sushi sign', 'food quality', 'positive'], ['difference price sushi sign', 'food prices', 'positive']]
We took advanatage of the half for sushi only on saturday so it was well worth it .####[['half for sushi only', 'food quality', 'positive'], ['half for sushi only', 'food prices', 'positive']]
who took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half only c. you on saturday so it was well worth it .####[['half only c. you', 'food quality', 'positive'], ['half only c. you', 'food prices', 'positive']]
We took advanatage of the from price buttery you on saturday so it was well worth it .####[['from price buttery you', 'food quality', 'positive'], ['from price buttery you', 'food prices', 'positive']]
am took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage the the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the difference sign c. deal on saturday so it was well worth it .####[['difference sign c. deal', 'food quality', 'positive'], ['difference sign c. deal', 'food prices', 'positive']]
We took advanatage of the half price sushi deal on saturday these it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage or the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the difference only c. paying on saturday so it was well worth it .####[['difference only c. paying', 'food quality', 'positive'], ['difference only c. paying', 'food prices', 'positive']]
We took advanatage of the half for buttery sign on saturday so it was well worth it .####[['half for buttery sign', 'food quality', 'positive'], ['half for buttery sign', 'food prices', 'positive']]
We took advanatage of the from sign creamy you on saturday so it was well worth it .####[['from sign creamy you', 'food quality', 'positive'], ['from sign creamy you', 'food prices', 'positive']]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the from new sushi only on saturday so it was well worth it .####[['from new sushi only', 'food quality', 'positive'], ['from new sushi only', 'food prices', 'positive']]
We took advanatage of the half price sushi deal on saturday so might was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage of the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
We took advanatage or the half price sushi deal on saturday so it was well worth it .####[('half price sushi deal', 'food quality', 'positive'), ('half price sushi deal', 'food prices', 'positive')]
