The lobster knuckles special of the day were , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
'The' wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The Husband had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which seemed amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had it risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto 'where' was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had this risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The husband had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The husband had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which Is amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The husband had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had 'a' risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had this risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
'A' wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The spouse had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had that risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had it risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto that was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife 'possessed' the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which Were amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife enjoyed the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife Ate the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had it risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had The risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife enjoyed the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto which was .####[['risotto', 'food quality', 'positive', 'amazing']]
The wife had the risotto where was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
'A' wife had the risotto which was amazing .####[['risotto', 'food quality', 'positive', 'amazing']]
