Dies war das schlechteste Wienerschnitzel welches ich zu den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative', 'schlechteste']]
Tripadvisor die Bewertung gut entweder nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
Tripadvisor das Bewertung gut leider nicht Die Lammhaxe war sehr gut !####[['Lammhaxe', 'food quality', 'positive', 'gut']]
gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder ,  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seiner sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seien sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Eigentlich zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Aus zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Beitragende waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren viel zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Zuschauer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Eigentlich zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren  zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer warst sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer war sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , 'der' Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Viel gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Inzwischen gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer war sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , der Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Inzwischen gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seinen sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seiner sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , das Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , der Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seien sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Viel gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Eigentlich zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Kollege waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seiner sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , das Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Aus zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , das Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder ,  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Gut gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer war sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer war sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren viel zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Vielfach gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seinen sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Beitragende waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Inzwischen gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , 'die' Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , 'der' Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Viel gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Aus zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Inzwischen gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seiner sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , das Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren Aus zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder ,  Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Gut gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer waren sehr .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr , die Teilnehmer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Kollege waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Zuschauer waren sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
Sehr gern wieder , die Teilnehmer seien sehr zufrieden .####[['NULL', 'restaurant general', 'positive', 'gern wieder'], ['NULL', 'restaurant general', 'positive', 'zufrieden']]
